cod_pais,pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria,ej_3grado,ej_6grado,region
ar,Argentina,23.50,27.60,20.93,22.56,1.00,B,Matemática,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. Capacidad de establecer relaciones entre ellos y el entorno.","Figuras y Cuerpos geométricos: características, número de lados o vértices, la presencia de bordes curvos o rectos, la igualdad de la medida de sus lados, forma y número de caras. (3° grado)",Composición y descomposición de figuras geométricas. (6° grado),América Latina y el Caribe
ar,Argentina,11.80,17.20,21.71,18.19,1.00,C,Matemática,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medición.","Unidades de medida de longitud, capacidades y pesos, de uso frecuente y medios y cuartos de esas unidades. (3° grado)",Unidades de medida: pertinencia. (6° grado),América Latina y el Caribe
ar,Argentina,58.80,48.30,43.17,46.66,1.00,D,Matemática,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","Analizar el valor posicional en contextos significativos al leer, escribir, comparar números de una, dos, tres, cuatro y más cifras y al operar con ellos. (3° grado)",Analizar afirmaciones sobre las relaciones y propiedades que diferencian los números naturales de las fracciones y las expresiones decimales. (6° grado),América Latina y el Caribe
ar,Argentina,0.00,3.40,4.82,3.61,1.00,E,Matemática,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.",No hay ejemplos en el currículo de este país.,"Analizar relaciones entre cantidades y números para determinar y describir regularidades, incluyendo el caso de la proporcionalidad. (6° grado)",América Latina y el Caribe
bo,Bolivia,,9.10,,16.51,1.00,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",,Alteraciones genéticas en la producción de plantas y animales: Alimentos transgénicos y sus consecuencias.,América Latina y el Caribe
bo,Bolivia,,39.40,,22.54,1.00,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",,"Trastornos y desequilibrios alimenticios: Desnutrición, obesidad, bulimia, anorexia.",América Latina y el Caribe
bo,Bolivia,,9.10,,12.19,1.00,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",,Biodiversidad: recuperación y cuidado de especies en extinción.,América Latina y el Caribe
bo,Bolivia,,0.00,,11.16,1.00,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
bo,Bolivia,,0.00,,7.41,1.00,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
bo,Bolivia,,33.30,,17.42,1.00,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",,"Líneas imaginarias del planeta Tierra: Posiciones astronómicas, meridiano, paralelas, latitudes, longitudes.",América Latina y el Caribe
bo,Bolivia,,9.10,,12.78,1.00,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",,"Microcosmos: célula como unidad de vida, estructura y sus funciones biológicas.",América Latina y el Caribe
bo,Bolivia,0.00,0.00,8.75,9.26,1.00,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
bo,Bolivia,15.00,21.05,29.33,28.82,1.00,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Libreto sobre temática ambiental para títeres elaborado de manera colectiva (…). Construcción colectiva de libreto sobre temas de manejo equilibrado de los recursos de la naturaleza de la provincia identificando hiatos y diptongos, para la presentación de títeres o marionetas (3° grado).",Préstamos lingüísticos de la diversidad cultural en la expresión oral y escrita (6° grado).,América Latina y el Caribe
bo,Bolivia,45.00,42.11,20.87,23.47,1.00,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)","Acontecimientos socioculturales de la provincia: Prácticas orales y escritas (exposiciones, entrevistas, discursos y diálogos) (3° grado).","Texto expositivo sobre el calentamiento global: Escritura de un artículo con el uso de género, numero, modo y tiempo en la oración (6° grado).",América Latina y el Caribe
bo,Bolivia,10.00,10.53,15.47,15.10,1.00,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática. Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).","Textos narrativos imaginarios y reales del municipio y provincia, identificando sustantivos y adjetivos (3° grado).","Texto expositivo sobre el calentamiento global: Escritura de un artículo con el uso de género, numero, modo y tiempo en la oración (6° grado).",América Latina y el Caribe
bo,Bolivia,30.00,26.32,25.64,23.28,1.00,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Libreto sobre temática ambiental para títeres elaborado de manera colectiva (…). Presentación de títeres y exposición de libretos sobre temas ambientales, transcritos e ilustrados en el programa Word –Paint (3° grado).","Características y técnicas de producción (…) de textos informativos (oficios, actas, votos resolutivos y convocatorias) y poéticos relacionados con la Madre Tierra.",América Latina y el Caribe
bo,Bolivia,8.33,9.52,27.02,22.93,1.00,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).",Conjuntos musicales e interpretación de canciones relacionadas a las actividades socioculturales del municipio y provincia (3° grado).,Mitos y leyendas del Abya Yala: Lectura e interpretación con la identificación de oraciones simples (6° grado).,América Latina y el Caribe
bo,Bolivia,0.00,0.00,10.70,4.00,1.00,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonológica, precisión, fluidez y prosodia.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
bo,Bolivia,75.00,85.71,33.70,39.14,1.00,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales. Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","Textos comunicativos usados en las relaciones sociales y culturales: La carta, periódicos murales e instructivos (3° grado).","Características y técnicas de producción, lectura y exposición de textos informativos (oficios, actas, votos resolutivos y convocatorias) y poéticos relacionados con la Madre Tierra (6° grado).",América Latina y el Caribe
bo,Bolivia,0.00,0.00,20.28,19.44,1.00,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
bo,Bolivia,16.67,4.76,8.28,14.46,1.00,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Función social de los medios de comunicación: Veracidad e imparcialidad (3° grado).,Sucesos históricos y actuales: Intenciones comunicativas y características lingüísticas (6° grado).,América Latina y el Caribe
bo,Bolivia,3.10,3.20,9.37,8.99,1.00,A,Matemática,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Datos estadísticos representación pictográfica de números naturales hasta el 1. (3° grado),"Tablas estadísticas: Lineales, circulares y de barra. (6° grado)",América Latina y el Caribe
bo,Bolivia,25.00,48.40,20.93,22.56,1.00,B,Matemática,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. Capacidad de establecer relaciones entre ellos y el entorno.","Construir y copiar modelos hechos con formas bi y tridimensionales, con diferentes formas y materiales (Ej.: tipos de papel e instrumentos). (3° grado)","Descripción y explicación de los cuerpos geométricos, medidas, ángulos, uso de números naturales y las potencias, raíces y propiedades en las aplicaciones tecnológicas. (6° grado)",América Latina y el Caribe
bo,Bolivia,18.80,9.70,21.71,18.19,1.00,C,Matemática,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medición.","Relación de equivalencias en fracciones de medidas de peso, longitud y capacidad. (3° grado)",Unidad de medidas de volumen. (6° grado),América Latina y el Caribe
bo,Bolivia,53.10,38.70,43.17,46.66,1.00,D,Matemática,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.",Aplicar la multiplicación en la resolución de problemas en actividades comerciales. (3° grado).,Potencias y sus propiedades en diversas aplicaciones tecnológicas. (6° grado).,América Latina y el Caribe
bo,Bolivia,0.00,0.00,4.82,3.61,1.00,E,Matemática,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
br,Brasil,,20.00,,16.51,1.00,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",,"Investigação dos modos de conservação de alimentos cozimento, adição de substâncias, refrigeração e desidratação quanto ao modo de atuação específico, à importância social histórica e local, descrevendo processos industriais e artesanais para este fim.",América Latina y el Caribe
br,Brasil,,20.00,,22.54,1.00,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",,"Compreensão de processos envolvidos na nutrição do organismo estabelecendo relações entre os fenômenos da digestão dos alimentos, a absorção de nutrientes e sua distribuição pela circulação sangüínea para todos os tecidos do organismo.",América Latina y el Caribe
br,Brasil,,16.00,,12.19,1.00,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",,Investigação da diversidade dos seres vivos compreendendo cadeias alimentares e características adaptativas dos seres vivos.,América Latina y el Caribe
br,Brasil,,0.00,,11.16,1.00,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
br,Brasil,,4.00,,7.41,1.00,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",,,América Latina y el Caribe
br,Brasil,,28.00,,17.42,1.00,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",,"Sistema solar – corpos celestes, tamanho relativo e distância da Terra (Lua, Sol, Planetas). Elementos astronômicos visíveis.",América Latina y el Caribe
br,Brasil,,12.00,,12.78,1.00,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",,Seres vivos e as condições para a vida.,América Latina y el Caribe
br,Brasil,25.00,16.67,8.75,9.26,1.00,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).","Aspectos discursivos: (…) - utilização de recursos coesivos oferecidos pelo sistema de pontuação e pela introdução de conectivos mais adequados à linguagem escrita, expressões que marcam temporalidade e causalidade, substituições lexicais, manutenção do tempo verbal, etc. (…) (4° grado).","Utilização de mecanismos discursivos e lingüísticos de coerência e coesão textuais, conforme o gênero e os propósitos do texto, desenvolvendo diferentes critérios: de manutenção da continuidade do tema e ordenação de suas partes; de seleção apropriada do léxico em função do eixo temático; de manutenção do paralelismo sintático e/ou semântico; de suficiência (economia) e relevância dos tópicos e informações em relação ao tema e ao ponto de vista assumido; de avaliação da orientação e força dos argumentos; de propriedade dos recursos lingüísticos (repetição, retomadas, anáforas, conectivos) na expressão da relação entre constituintes do texto (7° grado).",América Latina y el Caribe
br,Brasil,8.33,33.33,29.33,28.82,1.00,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Aspectos notacionais: - divisão do texto em frases por meio de recursos do sistema de pontuação: maiúscula inicial e ponto final (exclamação, interrogação e reticências); e reunião das frases em parágrafos; - separação, no texto, entre discurso direto e indireto e entre os turnos do diálogo, utilizando travessão e dois pontos, ou aspas; - indicação, por meio de vírgulas, das listas e enumerações no texto; - estabelecimento das regularidades ortográficas (inferência das regras, inclusive as da acentuação) e constatação de irregularidades (ausencia de regras); - acentuação das palavras: regras gerais relacionadas à tonicidade (4° grado).","Utilização de marcas de segmentação em função do projeto textual: título e subtítulo; paragrafação; periodização; pontuação (ponto, vírgula, ponto-e-vírgula, dois-pontos, ponto-de-exclamação, ponto-de-interrogação, reticências); outros sinais gráficos (aspas, travessão, parênteses) (7° grado);",América Latina y el Caribe
br,Brasil,8.33,16.67,20.87,23.47,1.00,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)",Aspectos discursivos: - organização das idéias de acordo com as características textuais de cada gênero (…) (4° grado).,Redação de textos considerando suas condições de produção: finalidade; especificidade do gênero; lugares preferenciais de circulação; interlocutor eleito (7° grado).,América Latina y el Caribe
br,Brasil,8.33,0.00,15.47,15.10,1.00,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática. Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).",Análise de regularidades da escrita: (…) - concordância verbal e nominal (e outros aspectos que se mostrem necessários a partir das dificuldades de redação) (…) (4° grado).,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
br,Brasil,50.00,33.33,25.64,23.28,1.00,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Produção de textos utilizando estratégias de escrita: planejar o texto, redigir rascunhos, revisar e cuidar da apresentação (4° grado).",Utilização de procedimentos diferenciados para a elaboração do texto: estabelecimento de tema; levantamento de idéias e dados; planejamento; rascunho; revisão (com intervenção do professor); versão final (7° grado).,América Latina y el Caribe
br,Brasil,33.33,26.67,27.02,22.93,1.00,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).","Atribuição de sentido, coordenando texto e contexto (4° grado).","Estabelecimento de relações entre os diversos segmentos do próprio texto, entre o texto e outros textos diretamente implicados pelo primeiro, a partir de informações adicionais oferecidas pelo professor ou conseqüentes da história de leitura do sujeito (7° grado).",América Latina y el Caribe
br,Brasil,0.00,0.00,10.70,4.00,1.00,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonológica, precisión, fluidez y prosodia.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
br,Brasil,0.00,33.33,33.70,39.14,1.00,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales. Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).",No hay ejemplos en el currículo de este país.,"Articulação dos enunciados estabelecendo a progressão temática, em função das características das seqüências predominantes (narrativa, descritiva, expositiva, argumentativa e conversacional) e de suas especificidades no interior do gênero (7° grado).",América Latina y el Caribe
br,Brasil,50.00,13.33,20.28,19.44,1.00,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).",Emprego dos dados obtidos por meio da leitura para confirmação ou retificação das suposições de sentido feitas anteriormente (4° grado).,"Emprego de estratégias não-lineares durante o processamento de leitura: formular hipóteses a respeito do conteúdo do texto, antes ou durante a leitura; validar ou reformular as hipóteses levantadas a partir das novas informações obtidas durante o processo da leitura; avançar ou retroceder durante a leitura em busca de informações esclarecedoras; construir sínteses parciais de partes do texto para poder prosseguir na leitura; inferir o sentido de palavras a partir do contexto; consultar outras fontes em busca de informações complementares (dicionários, enciclopédias, outro leitor) (7° grado).",América Latina y el Caribe
br,Brasil,16.67,26.67,8.28,14.46,1.00,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Análise dos sentidos atribuídos a um texto nas diferentes leituras individuais e discussão dos elementos do texto que validem ou não essas diferentes atribuições de sentido (4° grado).,"Levantamento e análise de indicadores lingüísticos e extralingüísticos presentes no texto para identificar as varias vozes do discurso e o ponto de vista que determina o tratamento dado ao conteúdo, com a finalidade de: confrontá-lo com o de outros textos; confrontá-lo com outras opiniões; posicionar-se criticamente diante dele (7° grado)",América Latina y el Caribe
br,Brasil,12.50,13.80,9.37,8.99,1.00,A,Matemática,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.","Leitura e interpretação de dados apresentados de maneira organizada (por meio de listas, tabelas, diagramas e gráficos) e construção dessas representações.","Coleta, organização de dados e utilização de recursos visuais adequados (fluxogramas, tabelas e gráficos) para sintetizá-los, comunicá-los e permitir a elaboração de conclusões.",América Latina y el Caribe
br,Brasil,29.70,27.60,20.93,22.56,1.00,B,Matemática,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. Capacidad de establecer relaciones entre ellos y el entorno.","Reconhecimento de semelhanças e diferenças entre corpos redondos, como a esfera, o cone, o cilindro e outros.",Composição e decomposição de figuras planas.,América Latina y el Caribe
br,Brasil,18.80,12.10,21.71,18.19,1.00,C,Matemática,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medición.",Comparação de medidas de uma mesma grandeza.,"Reconhecimento de grandezas como comprimento, massa, capacidade, superfície, volume, ângulo, tempo, temperatura, velocidade e identificação de unidades adequadas (padronizadas ou não) para medi-las, fazendo uso de terminologia própria.",América Latina y el Caribe
br,Brasil,39.10,41.40,43.17,46.66,1.00,D,Matemática,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","Compreensão e utilização das regras do sistema de numeração decimal, para leitura, escrita, comparação e ordenação de números naturais de qualquer ordem de grandeza. (3° grado)","Regras e símbolos que o caracterizam e extensão das regras desse sistema para leitura, escrita e representação dos números racionais na forma decimal.",América Latina y el Caribe
br,Brasil,0.00,5.20,4.82,3.61,1.00,E,Matemática,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.",No hay ejemplos en el currículo de este país.,,América Latina y el Caribe
cl,Chile,,0.00,,16.51,1.00,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
cl,Chile,,22.20,,22.54,1.00,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",,"Investigar y comunicar los efectos nocivos de algunas drogas para la salud, proponiendo conductas de protección.",América Latina y el Caribe
cl,Chile,,16.70,,12.19,1.00,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",,Analizar los efectos de la actividad humana sobre las redes alimentarias.,América Latina y el Caribe
cl,Chile,,27.80,,11.16,1.00,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,,,América Latina y el Caribe
cl,Chile,,16.70,,7.41,1.00,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",,,América Latina y el Caribe
cl,Chile,,16.70,,17.42,1.00,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",,"Describir las características de las capas de la Tierra (atmósfera, litósfera e hidrósfera) que posibilitan el desarrollo de la vida y proveen recursos para el ser humano, y proponer medidas de protección de dichas capas.",América Latina y el Caribe
cl,Chile,,0.00,,12.78,1.00,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
cl,Chile,27.27,16.67,8.75,9.26,1.00,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).","Escribir creativamente narraciones (experiencias personales, relatos de hechos, cuentos, etc.) que incluyan: › una secuencia lógica de eventos (…) › conectores adecuados (3° grado).","Escribir creativamente narraciones (relatos de experiencias personales, noticias, cuentos, etc.) que: (…) › utilicen conectores adecuados › tengan coherencia en sus oraciones › incluyan descripciones y diálogo (si es pertinente) que desarrollen la trama, los personajes y el ambiente (6° grado).",América Latina y el Caribe
cl,Chile,27.27,33.33,29.33,28.82,1.00,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Escribir correctamente para facilitar la comprensión por parte del lector, aplicando lo aprendido en años anteriores y usando de manera apropiada: › mayúsculas al iniciar una oración y al escribir sustantivos propios › punto al finalizar una oración y punto aparte al finalizar un párrafo › plurales de palabras terminadas en z › palabras con ge-gi, je-ji › palabras terminadas en cito-cita › coma en enumeración (3° grado).","Escribir correctamente para facilitar la comprensión por parte del lector, aplicando todas las reglas de ortografía literal, acentual y puntual aprendidas en años anteriores, además de: › escritura de los verbos haber, tener e ir, en los tiempos más utilizados › coma en frases explicativas › coma en presencia de conectores que la requieren › acentuación de pronombres interrogativos y exclamativos (6° grado)",América Latina y el Caribe
cl,Chile,09.09,16.67,20.87,23.47,1.00,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)","Escribir frecuentemente, para desarrollar la creatividad y expresar sus ideas, textos como poemas, diarios de vida, cuentos, anécdotas, cartas, comentarios sobre sus lecturas, etc. (3° grado).","Escribir frecuentemente, para desarrollar la creatividad y expresar sus ideas, textos como poemas, diarios de vida, cuentos, anécdotas, cartas, blogs, etc. (6° grado).",América Latina y el Caribe
cl,Chile,0.00,0.00,15.47,15.10,1.00,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática. Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.,América Latina y el Caribe
cl,Chile,36.36,33.33,25.64,23.28,1.00,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Escribir, revisar y editar sus textos para satisfacer un propósito y transmitir sus ideas con claridad. Durante este proceso: › organizan las ideas en párrafos separados con punto aparte › utilizan conectores apropiados › utilizan un vocabulario variado › mejoran la redacción del texto a partir de sugerencias de los pares y el docente › corrigen la ortografía y la presentación (3° grado).","Escribir, revisar y editar sus textos para satisfacer un propósito y transmitir sus ideas con claridad. Durante este proceso: › agregan ejemplos, datos y justificaciones para profundizar las ideas › emplean un vocabulario preciso y variado, y un registro adecuado › releen a medida que escriben › aseguran la coherencia y agregan conectores › editan, en forma independiente, aspectos de ortografía y presentación › utilizan las herramientas del procesador de textos para buscar sinónimos, corregir ortografía y gramática, y dar formato (cuando escriben en computador) (6° grado).",América Latina y el Caribe
