cod_pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria,ej_3grado,ej_6grado
sv,36,36,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Tildación de palabras agudas y graves, según la regla ortográfica (3° grado).",Palabras antónimas. Utilización de palabras antónimas para caracterizar personajes ficticios (6° grado).
sv,5,2,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Estrategias de escritura en textos narrativos: planificación, elaboración del borrador, edición y publicación (3° grado).","Elaboración de un texto argumentativo. Planificación, organización y escritura de un texto argumentativo, siguiendo los pasos necesarios y atendiendo a la estructura del mismo (6° grado)."
sv,40,32,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.).",Instrucciones para recetas de cocina. Producción escrita de recetas de cocina siguiendo un modelo (3° grado).,"El texto dramático: Estructura externa (cuadros, actos, escenas). Producción escrita de un texto dramático atendiendo a la estructura externa e interna y la definición de personajes principales y secundarios (6° grado)."
sv,20,30,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).","Sustantivos masculinos y femeninos, en singular y plural. Identificación y uso de sustantivos femeninos y masculinos, en singular y plural en textos narrativos que lee y escribe (3° grado).",Oración simple. Tipos de sujeto: simple y compuesto. Producción escrita de oraciones y texto en los que utilice sujetos simples y compuestos (6° grado).
sv,0,0,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
sv,34,48,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","La fábula. Estructura: inicio, desarrollo, final y moraleja (3° grado).",El cuento de terror. Estructura y características (6° grado).
sv,21,30,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).","El cuento (…). Comprensión del cuento, a través de diferentes pregun tas de carácter literal, infe-rencial (…) (3° grado).",El poema: tema. Identificación e <br> interpretación de un poema atendiendo al tema de que tratan (6° grado).
sv,31,21,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Estrategias de lectura con textos narrativos: identificación de título, inicio y final; identificación de indicios; deducción del final (3° grado).","El resumen. Técnica para hacerlo. Elaboración de resúmenes <br> de diferentes textos expositivos, siguiendo los pasos siguientes: <br> lectura completa del texto; subrayar las ideas principales y <br> secundarias de cada párrafo; unir todas las partes subrayadas, desde <br> el primero al último párrafo, por medio de los conectores más <br> adecuados (6° grado)."
sv,11,0,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia.",El cuento (…).Narración oral y lectura de cuentos con la pronunciación y entonación adecuadas (3° grado).,No hay ejemplos en el currículo de este país.
sv,2,1,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",El cuento (…).Expresión de opiniones sobre las actitudes de los personajes de cuentos que lee o escucha (3° grado).,"Los textos argumentativos. <br> Partes: tesis, argumentos y conclusión. Lectura y comprensión de textos argumentativos y <br> análisis de sus diferentes partes (6° grado)."
sv,,24,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",No hay ejemplos en el currículo de este país.,"Descripción, explicación y experimentación sencilla de las ventajas de hacer compostaje."
sv,,37,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",No hay ejemplos en el currículo de este país.,"Indagación y explicación sobre algunas características de los músculos, tales como: forma, color, tamaño y consistencia."
sv,,3,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",No hay ejemplos en el currículo de este país.,"Investigación, explicación y representación del ciclo del agua y su importancia para la vida en el planeta."
sv,,7,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,No hay ejemplos en el currículo de este país.,
sv,,6,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación. <br>Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",No hay ejemplos en el currículo de este país.,
sv,,17,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",No hay ejemplos en el currículo de este país.,"Identificación, descripción y representación, de las partes de la flor: pétalos, sépalos, cáliz, corola, ovarios, pistilo y estambre."
sv,,7,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",No hay ejemplos en el currículo de este país.,"Descripción, explicación y representación de los movimientos de las placas tectónicas como un riesgo geológico que provoca amenazas: sismos, erupciones, deslizamientos y otros."
gt,9,3,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. <br>Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Presentación e interpretación de información en gráficas de barras o pictogramas.,Cálculo de la moda y el promedio aritmético de datos no agrupados (2 datos como máximo).
gt,18,24,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. <br>Capacidad de establecer relaciones entre ellos y el entorno.",Identificación de las características de sólidos geométricos (figuras tridimensionales): cubo y prismas rectangulares.,"Clasificación y trazo de paralelogramos (rectángulos, cuadrados, romboides, rombos)."
gt,24,17,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas.  <br>Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto. <br>Conocimiento y uso adecuado de distintos instrumentos de medición.","Estimación de longitud estableciendo relación entre unidades no estándar y el metro, centímetro.","Estimación y medición de longitud, peso y capacidad utilizando diferentes unidades (del sistema métrico y del sistema inglés antiguo)."
gt,34,48,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. <br>Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","Identificación de la cantidad de unidades, decenas, centenas, unidades y decenas de millar en números naturales menores que 1,.",Números positivos y negativos: asociación a puntos de la recta numérica.
gt,15,7,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. <br>Conocimiento para plantear y resolver ecuaciones simples de una variable.",Descripción de la secuencia numérica que hay en patrones existentes en la naturaleza o en su entorno cultural.,Identificación de todos los subconjuntos de un conjunto que tenga 3 a 5 elementos.
gt,35,30,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Utilización de los elementos convencionales para escribir: lugar de las letras y palabras sobre el renglón, uso de márgenes, espacios entre letras dentro de la palabra, espacios entre las palabras en un párrafo, etc.",Utilización de las palabras como connotativas (señalan objetos indicando sus particularidades) y no connotativas (nombran sin caracterizar a los objetos)
gt,16,25,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.",Procedimiento a seguir en la presentación del texto: elaboración del borrador para hacerle las correcciones necesarias y presentación de la versión final,"Presentación de informes escritos: toma de notas, primer borrador, composición, revisión, corrección, edición, redacción final"
gt,34,17,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.).","Reconocimiento de que un texto narrativo cuenta una historia formada por elementos como: orden climático, reorganización de detalles, relación causa y efecto",Ordenamiento reflexivo de la estructura interna y externa de los diferentes tipos de texto que produce
gt,13,17,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).",Formulación de oraciones en las que se repite el orden lógico (sustantivo + adjetivo +verbo en idioma Español; verbo + adjetivo + sustantivo en idiomas Mayas),"Aplicación de la función del nombre o sustantivo, y de sus modificadores (adjetivo - clase, del predicativo - grado de significación y artículo) en los textos que produce"
gt,2,11,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).",Selección del título apropiado al texto que será redactado,Establecimiento de coherencia en la producción de textos orales y escritos
gt,5,7,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","Recreación mediante la lectura de textos literarios: rimas, retahílas, poemas y cuentos (3° grado).",Selección de la producción cultural de los distintos Pueblos y naciones sin prejuicios ni discriminación
gt,24,16,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).",Inferencia de cómo los personajes de una historia resuelven el problema en el que se ven involucrados (3° grado).,"Análisis de la progresión de ideas en textos diversos: causa y efecto, secuencia temporal y espacial entre otras (6° grado)."
gt,39,51,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).",Predicción sobre el tema de la lectura a partir del título y las ilustraciones,Predicciones sobre los posibles resultados del evento bajo análisis
gt,24,19,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia.","Utilización de estrategias de lectura oral, pausas, entonación, etc. (3° grado).",Incremento de la velocidad en la comprensión de lectura silenciosa
gt,7,7,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Análisis del material de lectura para determinar si contiene información que refleja hechos u opiniones,Emisión de juicios con respecto a la relevancia y utilidad de la tarea con base en el propósito del trabajo a realizar
gt,,29,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",No hay ejemplos en el currículo de este país.,Establece la relación entre ambiente sano y salud.
gt,,37,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",No hay ejemplos en el currículo de este país.,"Establece la relación que existe entre la glándula, la hormona que produce y el funcionamiento del organismo."
gt,,4,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",No hay ejemplos en el currículo de este país.,"Relación entre la contaminación atmosférica y el calentamiento global, el efecto invernadero y los desastres."
gt,,3,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,No hay ejemplos en el currículo de este país.,Relaciona los diferentes tipos de energía con el movimiento.
gt,,0,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación. <br>Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
gt,,24,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",No hay ejemplos en el currículo de este país.,Explica la estructura y función celular.
gt,,4,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",No hay ejemplos en el currículo de este país.,Explica el origen de la Tierra y del Universo según las distintas cosmovisiones.
hn,9,0,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. <br>Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Construyen gráficas sencillas (pictogramas) con información de situaciones de su entorno.,No hay ejemplos en el currículo de este país.
hn,32,20,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. <br>Capacidad de establecer relaciones entre ellos y el entorno.","Clasificación de ángulos recto, agudo y obtuso.","Establecen las diferencias y analogías entre prismas, pirámides, conos, cilindros y esferas."
hn,32,20,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas.  <br>Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto. <br>Conocimiento y uso adecuado de distintos instrumentos de medición.","Longitud: Comparación de longitudes de objetos con las unidades oficiales, usando la regla y la cinta métrica.",Usan las unidades del Sistema Métrico Decimal correspondiente a volúmenes para resolver problemas de la vida real.
hn,28,60,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. <br>Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.",Desarrollan el concepto de la división como “estar contenido en”.,Resuelven ejercicios de la vida real que involucran la multiplicación y división de números decimales.
hn,0,0,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. <br>Conocimiento para plantear y resolver ecuaciones simples de una variable.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
hn,11,4,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Escriben el diálogo que les haya gustado más, haciendo uso de los signos de puntuación que han aprendido","Analizan en la redacción de sus textos, casos especiales de acentuación que se presenten en diptongo, hiato y el uso del acento diacrítico"
hn,36,49,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Revisan y corrigen, intercambian los borradores entre equipos para recibir comentarios de sus compañeros (as), y maestro(a) deciden si agregan información que ellos les han sugerido (…)","Organizan, desarrollan y expresan sus ideas antes de redactar textos de estructura enunciativa. Para apoyarse en esta fase hacen uso de estrategias como: conversación previa con los demás miembros del equipo o del grado, lluvia de ideas o el uso de organizadores gráficos de ideas"
hn,31,38,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.).","Renarran por escrito cómo inician, cómo siguen y cómo terminan cuentos y fábulas leídos por sí mismos y/o por su maestro(a). Los ilustran","Narran por escrito cuentos, leyendas y fábulas, cuidando de construir un texto coherente en su secuencia de inicio, nudo y el desenlace, el narrador/a, lo(a)s personajes, el tiempo y el lugar"
hn,21,2,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).","Eligen una de las historietas, con apoyo de su maestro(a) que sea adecuada, para reflexionar sobre la oración y sus partes. Su autor(a) la escribe en la pizarra",Comentan en equipo la importancia de la concordancia del sujeto y el del predicado en número y persona
hn,0,6,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).",No hay ejemplos en el currículo de este país.,"Cuidan que las descripciones tengan las características de: precisión concisión, coherencia y claridad"
hn,33,36,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","Identifican qué partes tiene este tipo de texto (materiales, serie de instrucciones)","Reconocen tanto la estructura externa como interna de diferentes tipos de textos (literarios e informativos), que les permite conocerlos y clasificarlos"
hn,16,15,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).","Leen los artículos y comentan de qué tratan, dónde, cuándo y cómo sucedieron los hechos (…)",Reconocen y valoran información literal e inferencias en sus lecturas
hn,29,28,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Seleccionan algunos artículos de interés para ellos a partir de lo que sugiere el título, la ilustración y la sesión en que aparecen, escriben sus hipótesis en la pizarra","Demuestran su comprensión lectora al subrayar y sintetizar las ideas principales de los textos que leen, usando diferentes estrategias como: fichas de resumen, de cita textual, de comentario personal, de resumen parafraseado"
hn,13,3,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia.","Leen cada una de las palabras, luego las separan en sílabas. Ubican la última, penúltima y antepenúltima sílaba de dichas palabras y aprenden su nombre. Finalmente encierran en un circulito la sílaba tónica","Atienden al sistema entonacional (tono e inflexión de voz y acento), articulación e inflexión de la voz en la lectura significativa de textos orales"
hn,10,18,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.","Leen el cuento y escuchan su lectura por parte de su maestro(a). Lo comentan, mientras su maestro(a) escribe sus opiniones en la pizarra",Evalúan y emiten juicios críticos sobre las ideas expuestas en los libros que leen
hn,,16,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",No hay ejemplos en el currículo de este país.,Describen la importancia del uso y manejo de las fuentes de energía como un recurso básico para el desarrollo del ser humano.
hn,,27,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",No hay ejemplos en el currículo de este país.,Describen las principales funciones y cuidados de los órganos que forman el sistema nervioso central.
hn,,18,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",No hay ejemplos en el currículo de este país.,Determinan las características del ecosistema bosque y las áreas naturales protegidas de Honduras.
hn,,9,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,No hay ejemplos en el currículo de este país.,"Identifican las propiedades de la luz, sonido y fenómenos lumínicos."
hn,,6,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación. <br>Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",No hay ejemplos en el currículo de este país.,Describen las propiedades y características de la estructura de la materia.
hn,,15,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",No hay ejemplos en el currículo de este país.,Describen las características y funciones de los organelos celulares.
hn,,9,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",No hay ejemplos en el currículo de este país.,"Describen el origen del sistema solar, mencionando las características de los planetas y la luna."
mx,10,8,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. <br>Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.","Representar e interpretar tablas de doble entrada, o pictogramas de datos cuantitativos o cualitativos recolectados en el entorno.","Leer datos contenidos en tablas y gráficas circulares, para responder diversos cuestionamientos."
mx,7,16,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. <br>Capacidad de establecer relaciones entre ellos y el entorno.","Obtener ángulos de 9° y 45°, a través del doblado de papel. Reproducción de los ángulos en papel.",Elegir un código para comunicar la ubicación de objetos en una cuadrícula.
mx,14,18,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas.  <br>Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto. <br>Conocimiento y uso adecuado de distintos instrumentos de medición.","Comparar por tanteo, del peso de dos objetos y comprobación en una balanza de platillos.",Relacionar entre unidades del Sistema Internacional de Medidas y las unidades más comunes del Sistema Inglés
mx,62,55,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. <br>Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","Relacionar la escritura de los números con cifras y su nombre, a través de su descomposición aditiva.","Calcular el tanto por ciento de cantidades mediante diversos procedimientos (aplicación de la correspondencia “por cada 1, n”, aplicación de una fracción común o decimal, uso de 1% como base)."
mx,7,3,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. <br>Conocimiento para plantear y resolver ecuaciones simples de una variable.","Identificar la regularidad en sucesiones con números, ascendentes o descendentes, con progresión aritmética para continuar la sucesión o encontrar términos faltantes.","Identificar y aplicar la regularidad de sucesiones con figuras, que tengan progresión aritmética o geométrica, así como sucesiones especiales."
mx,29,26,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).",Puntuación convencional en la escritura de párrafos,Acentos gráficos para distinguir palabras que introducen preguntas y uso de acentos diacríticos
mx,16,17,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.",Empleo de notas para apoyar la redacción de un texto propio,Estrategias para elaborar notas
mx,35,33,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.).",Estructura de una nota periodística,Características y función de los textos instructivos
mx,12,17,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).",Tiempos y modos verbales empleados para reportar un suceso,"Tiempos verbales usados en descripciones y narraciones, para crear sucesión y simultaneidad para describir acciones, pensamientos y sentimientos"
mx,7,7,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).",Empleo de nexos en la escritura de párrafos,Nexos para dar coherencia a los textos
mx,33,80,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).",Estructura de los poemas (versos y estrofas) (3° grado).,"Características del género literario (escenario, estructura, personajes y estilo de los cuentos de misterio y terror) (6° grado)."
mx,13,0,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).","Significado de metáforas, analogías y juegos de palabras en descripciones (3° grado).",No hay ejemplos en el currículo de este país.
mx,27,14,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).",Títulos y subtítulos para anticipar el contenido de un texto (3° grado).,Estrategias para resolver ambigüedades en preguntas y respuestas
mx,20,0,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia.","Entonación, ritmo y modulación de la voz en la lectura en voz alta (3° grado).",No hay ejemplos en el currículo de este país.
